010101100010000000100000010000100000,9
000111000000000010100000101000100000,9
0001100001000001000011000,22
001001000000100111001000001000101000,13
001010001001110000000000100000010000,14
1001000010000001100100010,20
000000000011000000000000010000010000,7
1000000100010000000000000,17
001000000001100100001001000000010100,14
010001100000000001000000000001101010,9
010100101000010000100010000100000000,14
001000000000100001000000000000001000,7
010000100101000000010010000100010000,9
0001000100001100,3
000010000101000000010000100001010010,14
001101000000100000100000000000100000,6
000000000100000010010001001000000100,10
0000000110010000100000000,2
000000000000000101001001000001001110,12
000000001000010111001010001100001000,13
010001100000000010000000001000100000,10
000000000000000010000010001100000000,7
0010000000100000001000000,17
0000100000001000000010000,17
0100010011000000100001001,20
0100010011000000100001000,19
000000001001010100001000000001010010,14
0000000000000100010000001,17
001011000000100010000000101000100000,12
000010001010010100001000110000000000,14
0010000001100010000001100,22
0100010000000000000000001,17
0100010000000000000000000,1
010001101000010000000000000001100010,14
000000001011010000000000010001010010,12
000000000100000101011011000100001100,13
010000100100000101011000000000001000,14
001000001000110001000000000001001010,9
000000000001000101001000000001011010,9
011000101101110000010000000000010000,13
0010000010100100110100010,15
000001000010000011000000011000101000,14
001010000010100000000010110100000000,9
000000001010010010000000011001000010,12
0100101001000000,3
000000000001000000000001000001010110,6
001001000000100000000010000101100010,14
010010100010000000000010110101000010,13
010100100000000000100010000101000010,14
0000000010000100110100010,19
000010000100000100011000100000000000,10
010000101011010001000000010000011000,13
0100010001000000000001000,2
000001000000000110001000001000100000,10
000110000000000100101010100100000000,12
001000001000110100001010000100000000,9
0010000100110010000000101,20
000001000011000000000000010001110010,12
001000000000100110001010001100000000,12
000000000000000001000000000000001000,8
000010000000000101001010100100001000,14
001000000010100011000000011000001000,9
000000000100000110011001001000000100,9
000000000110000010010010011101000010,13
001010000100100100011000100000000000,14
010000100011000000000000010001010010,12
0000100010000000100110010,22
010001100001000001000001000000111100,13
000000000010000000000000010001000010,7
010001100110000000010000010000100000,9
000010000000000001000001100001001110,9
000000000110000000010000010000000000,7
000001000000000010000001001001100110,9
000011000100000000010001100000100100,14
001000001100110100011000000000000000,12
010010101000010001000000100000001000,14
000000001000010010000010001101000010,9
0001000000000011000100110,22
000010001001010010000000101000010000,14
0000000010000000100000001,17
0000000001000100010101010,22
000001000000000101001001000001101110,13
000001000001000101001001000000111100,13
000000001100010000010000000000000000,7
010001101000010010000000001000100000,14
000100000000000000100010000100000000,7
001000001010110100001000010000000000,9
000000000101000000010000000000010000,7
010001100100000001010000000000101000,14
010000100111000000010001010000010100,13
000100000110000000110010010100000000,12
010010100000000000000001100001000110,14
000000000001000001000010000101011010,9
000100000011000000100010010100010000,14
001010000000100000000001100001000110,14
000100000001000001100000000000011000,10
001000001001110001000000000000011000,12
011000100000100000000010000100000000,10
0000100000001010000110110,20
011000101000110011000000001000001000,13
010000100000000000000010000101000010,10
000000000011000010000000011001010010,12
000110001000010010100000101000000000,14
000000000010000001000011010100001100,14
000000000000000001000001000000001100,7
1001000000000101010100010,20
0000000111010000101001000,20
000000001100010100011001000000000100,12
010000100001000101001000000000011000,14
0100010000000000001000000,17
011110100010100000100000110000000000,13
000000001101010000010001000000010100,12
000110000010000010100010111100000000,13
0100110001000000000011000,21
001000000000100101001000000001001010,9
010010100000000010000010101100000000,9
010010100100000010010000101000000000,14
000000000001000011000001001001011110,13
010100100001000100101000000000010000,14
000001000101000001010001000000111100,13
011011101000110000000000100000100000,13
000000000100000110011011001100000100,13
001000000000100011000000001000001000,6
000011000000000010000001101000100100,14
000010000001000001000000100001011010,9
000010001100010000010000100000000000,10
001011000001100000000000100000110000,9
001101000100100000110000000000100000,9
000100001100010000110010000100000000,9
001101000000100100101000000000100000,12
001000001000110000000000000001000010,10
010000100010000000000010010101000010,9
001001000000100010000010001100100000,14
0000100011000010100011100,15
1000000010000000100000000,17
010000100101000000010001000000010100,12
000010001010010000000010110100000000,9
0000001001000000,5
001101000000100010100000001000100000,9
000001000001000011000000001001111010,13
000000001010010100001001010000000100,14
000000000100000100011000000001000010,10
000010001001010000000000100000010000,10
001000000000100100001001000001000110,14
000000001000010001000000000000001000,7
000000001000010110001000001000000000,6
000011000000000001000001100000101100,9
000000001010010010000010011100000000,12
010010100000000000000011100100000100,14
0001000010001101110000000,20
010001100001000001000000000000111000,12
010000101011010000000000010001010010,13
0010000000100000000000001,17
000000000001000110001001001000010100,14
0000000000000010000100110,2
000000000010000110001000011001000010,9
001010001000110001000000100000001000,9
0110110000100100010010000,15
000000000000000010000000001001000010,7
001101000000100000100000000001100010,9
0111010001100001000001000,15
000110001100010000110000100000000000,14
000010000110000000010001110000000100,14
001011000000100000000001100000100100,9
000100000101000001110000000000011000,14
001000000001100001000001000000011100,9
000101000000000000100011000100100100,12
0001000011000001100001000,22
010000100110000010010000011000000000,9
000110000001000000100000100000010000,10
000100000100000110111000001000000000,9
000000000010000011000010011101001010,13
0000100001000110010011100,15
011011100000100010000000101000100000,13
000101001100010000110000000000100000,14
